episodes:steps:mean_steps(10):rwd:mean_rwd:rwd_sum:rwd_sum-?*step:iter
    188:    20:     44.7:-10.00000:  0.31229:      6.2: -13.75423:      7196
    189:    29:     41.8:-10.00000:  0.35818:     10.4: -18.61277:      7225
    190:    30:     39.5:-10.00000:  0.39285:     11.8: -18.21444:      7255
    191:    59:     39.0:-10.00000:  0.41706:     24.6: -34.39321:      7314
    192:    27:     39.4:-10.00000:  0.36718:      9.9: -17.08616:      7341
    193:    40:     39.8:-10.00000:  0.43652:     17.5: -22.53912:      7381
    194:    52:     36.9:-10.00000:  0.56303:     29.3: -22.72232:      7433
    195:    22:     32.4:-10.00000:  0.28160:      6.2: -15.80474:      7455
    196:    18:     31.4:-10.00000:  0.22250:      4.0: -13.99492:      7473
    197:    35:     33.2:-10.00000:  0.43254:     15.1: -19.86110:      7508
    198:    29:     34.1:-10.00000:  0.40237:     11.7: -17.33122:      7537
    199:    47:     35.9:-10.00000:  0.51551:     24.2: -22.77081:      7584
    200:    25:     35.4:-10.00000:  0.36568:      9.1: -15.85803:      7609
    201:    42:     33.7:-10.00000:  0.33371:     14.0: -27.98410:      7651
    202:    63:     37.3:-10.00000:  0.54891:     34.6: -28.41880:      7714
    203:    28:     36.1:-10.00000:  0.35128:      9.8: -18.16426:      7742
    204:    20:     32.9:-10.00000:  0.26487:      5.3: -14.70252:      7762
    205:    26:     33.3:-10.00000:  0.40751:     10.6: -15.40487:      7788
    206:    53:     36.8:-10.00000:  0.56375:     29.9: -23.12119:      7841
    207:    28:     36.1:-10.00000:  0.34489:      9.7: -18.34295:      7869
    208:    49:     38.1:-10.00000:  0.49560:     24.3: -24.71584:      7918
    209:    24:     35.8:-10.00000:  0.33446:      8.0: -15.97308:      7942
    210:    14:     34.7:-10.00000:  0.08142:      1.1: -12.86008:      7956
    211:    37:     34.2:-10.00000:  0.45381:     16.8: -20.20921:      7993
    212:    56:     33.5:-10.00000:  0.48911:     27.4: -28.61012:      8049
    213:    23:     33.0:-10.00000:  0.36477:      8.4: -14.61038:      8072
    214:    22:     33.2:-10.00000:  0.38608:      8.5: -13.50628:      8094
    215:    34:     34.0:-10.00000:  0.38789:     13.2: -20.81176:      8128
    216:    79:     36.6:-10.00000:  0.41553:     32.8: -46.17294:      8207
    217:    33:     37.1:-10.00000:  0.37248:     12.3: -20.70800:      8240
    218:    63:     38.5:-10.00000:  0.55118:     34.7: -28.27594:      8303
    219:    21:     38.2:-10.00000:  0.28329:      5.9: -15.05099:      8324
    220:    44:     41.2:-10.00000:  0.38784:     17.1: -26.93511:      8368
    221:    19:     39.4:-10.00000:  0.27021:      5.1: -13.86597:      8387
    222:    56:     39.4:-10.00000:  0.56861:     31.8: -24.15762:      8443
    223:    61:     43.2:-10.00000:  0.43002:     26.2: -34.76880:      8504
    224:    23:     43.3:-10.00000:  0.34986:      8.0: -14.95317:      8527
    225:    65:     46.4:-10.00000:  0.51845:     33.7: -31.30095:      8592
    226:    56:     44.1:-10.00000:  0.42113:     23.6: -32.41669:      8648
    227:    45:     45.3:-10.00000:  0.49585:     22.3: -22.68673:      8693
    228:    42:     43.2:-10.00000:  0.56374:     23.7: -18.32282:      8735
    229:    14:     42.5:-10.00000:  0.10653:      1.5: -12.50851:      8749
    230:    37:     41.8:-10.00000:  0.49769:     18.4: -18.58529:      8786
    231:    42:     44.1:-10.00000:  0.56213:     23.6: -18.39037:      8828
    232:    14:     39.9:-10.00000:  0.09658:      1.4: -12.64785:      8842
    233:    54:     39.2:-10.00000:  0.41720:     22.5: -31.47104:      8896
    234:    34:     40.3:-10.00000:  0.39199:     13.3: -20.67220:      8930
    235:    33:     37.1:-10.00000:  0.43385:     14.3: -18.68302:      8963
    236:    17:     33.2:-10.00000:  0.18861:      3.2: -13.79366:      8980
    237:    40:     32.7:-10.00000:  0.41580:     16.6: -23.36783:      9020
    238:    27:     31.2:-10.00000:  0.34758:      9.4: -17.61538:      9047
    239:    18:     31.6:-10.00000:  0.24095:      4.3: -13.66282:      9065
    240:    35:     31.4:-10.00000:  0.39701:     13.9: -21.10466:      9100
    241:    32:     30.4:-10.00000:  0.46024:     14.7: -17.27233:      9132
    242:    17:     30.7:-10.00000:  0.16750:      2.8: -14.15250:      9149
    243:    32:     28.5:-10.00000:  0.34295:     11.0: -21.02564:      9181
    244:    28:     27.9:-10.00000:  0.42796:     12.0: -16.01724:      9209
    245:    54:     30.0:-10.00000:  0.44622:     24.1: -29.90411:      9263
    246:    54:     33.7:-10.00000:  0.37104:     20.0: -33.96408:      9317
    247:    63:     36.0:-10.00000:  0.57107:     36.0: -27.02259:      9380
    248:    44:     37.7:-10.00000:  0.46338:     20.4: -23.61116:      9424
    249:    29:     38.8:-10.00000:  0.39897:     11.6: -17.42996:      9453
    250:    28:     38.1:-10.00000:  0.40680:     11.4: -16.60953:      9481
    251:    22:     37.1:-10.00000:  0.32730:      7.2: -14.79933:      9503
    252:    41:     39.5:-10.00000:  0.39855:     16.3: -24.65931:      9544
    253:    16:     37.9:-10.00000:  0.18273:      2.9: -13.07635:      9560
    254:    15:     36.6:-10.00000:  0.14012:      2.1: -12.89817:      9575
    255:    22:     33.4:-10.00000:  0.31731:      7.0: -15.01909:      9597
    256:    35:     31.5:-10.00000:  0.43737:     15.3: -19.69194:      9632
    257:    27:     27.9:-10.00000:  0.33254:      9.0: -18.02145:      9659
    258:    49:     28.4:-10.00000:  0.54339:     26.6: -22.37385:      9708
    259:    14:     26.9:-10.00000:  0.07942:      1.1: -12.88808:      9722
    260:    37:     27.8:-10.00000:  0.41754:     15.4: -21.55119:      9759
    261:    65:     32.1:-10.00000:  0.47709:     31.0: -33.98885:      9824
    262:    32:     31.2:-10.00000:  0.37234:     11.9: -20.08497:      9856
    263:    62:     35.8:-10.00000:  0.44762:     27.8: -34.24753:      9918
    264:    33:     37.6:-10.00000:  0.38063:     12.6: -20.43922:      9951
    265:    17:     37.1:-10.00000:  0.21940:      3.7: -13.27012:      9968
    266:    18:     35.4:-10.00000:  0.19838:      3.6: -14.42922:      9986
    267:    20:     34.7:-10.00000:  0.28282:      5.7: -14.34368:     10006
    268:    77:     37.5:-10.00000:  0.57828:     44.5: -32.47218:     10083
    269:   152:     51.3:-10.00000:  0.50851:     77.3: -74.70695:     10235
    270:    27:     50.3:-10.00000:  0.34610:      9.3: -17.65527:     10262
    271:    20:     45.8:-10.00000:  0.22425:      4.5: -15.51492:     10282
    272:    19:     44.5:-10.00000:  0.27824:      5.3: -13.71353:     10301
    273:    80:     46.3:-10.00000:  0.53009:     42.4: -37.59251:     10381
    274:    38:     46.8:-10.00000:  0.37528:     14.3: -23.73922:     10419
    275:    27:     47.8:-10.00000:  0.33772:      9.1: -17.88148:     10446
    276:    70:     53.0:-10.00000:  0.51704:     36.2: -33.80707:     10516
    277:    21:     53.1:-10.00000:  0.28263:      5.9: -15.06469:     10537
    278:    35:     48.9:-10.00000:  0.45170:     15.8: -19.19042:     10572
    279:    14:     35.1:-10.00000:  0.09957:      1.4: -12.60604:     10586
    280:    62:     38.6:-10.00000:  0.52950:     32.8: -29.17104:     10648
    281:    19:     38.5:-10.00000:  0.20538:      3.9: -15.09778:     10667
    282:    26:     39.2:-10.00000:  0.41772:     10.9: -15.13936:     10693
    283:    52:     36.4:-10.00000:  0.53150:     27.6: -24.36175:     10745
    284:    22:     34.8:-10.00000:  0.25276:      5.6: -16.43921:     10767
    285:    34:     35.5:-10.00000:  0.45083:     15.3: -18.67194:     10801
    286:    15:     30.0:-10.00000:  0.11632:      1.7: -13.25521:     10816
    287:    18:     29.7:-10.00000:  0.21179:      3.8: -14.18777:     10834
    288:    13:     27.5:-10.00000:  0.05130:      0.7: -12.33306:     10847
    289:   116:     37.7:-10.00000:  0.61617:     71.5: -44.52484:     10963
    290:    16:     33.1:-10.00000:  0.13859:      2.2: -13.78250:     10979
    291:    32:     34.4:-10.00000:  0.45129:     14.4: -17.55861:     11011
    292:    35:     35.3:-10.00000:  0.43046:     15.1: -19.93386:     11046
    293:    43:     34.4:-10.00000:  0.42381:     18.2: -24.77596:     11089
    294:    15:     33.7:-10.00000:  0.10089:      1.5: -13.48661:     11104
    295:    34:     33.7:-10.00000:  0.41871:     14.2: -19.76391:     11138
    296:    19:     34.1:-10.00000:  0.28226:      5.4: -13.63705:     11157
    297:    21:     34.4:-10.00000:  0.28369:      6.0: -15.04256:     11178
    298:    22:     35.3:-10.00000:  0.25553:      5.6: -16.37829:     11200
    299:    22:     25.9:-10.00000:  0.33179:      7.3: -14.70058:     11222
    300:    33:     27.6:-10.00000:  0.39288:     13.0: -20.03487:     11255
    301:    44:     28.8:-10.00000:  0.47720:     21.0: -23.00312:     11299
    302:   107:     36.0:-10.00000:  0.58560:     62.7: -44.34043:     11406
    303:    28:     34.5:-10.00000:  0.36808:     10.3: -17.69373:     11434
    304:   160:     49.0:-10.00000:  0.67470:    108.0: -52.04735:     11594
    305:   138:     59.4:-10.00000:  0.53492:     73.8: -64.18101:     11732
    306:    15:     59.0:-10.00000:  0.12820:      1.9: -13.07695:     11747
    307:    43:     61.2:-10.00000:  0.48284:     20.8: -22.23788:     11790
    308:    18:     60.8:-10.00000:  0.25435:      4.6: -13.42167:     11808
    309:    30:     61.6:-10.00000:  0.42338:     12.7: -17.29873:     11838
    310:    41:     62.4:-10.00000:  0.43944:     18.0: -22.98293:     11879
    311:    26:     60.6:-10.00000:  0.37318:      9.7: -16.29735:     11905
    312:    32:     53.1:-10.00000:  0.43824:     14.0: -17.97642:     11937
    313:    20:     52.3:-10.00000:  0.23802:      4.8: -15.23969:     11957
    314:    27:     39.0:-10.00000:  0.39239:     10.6: -16.40547:     11984
    315:    41:     29.3:-10.00000:  0.38493:     15.8: -25.21774:     12025
    316:    26:     30.4:-10.00000:  0.40203:     10.5: -15.54723:     12051
    317:    22:     28.3:-10.00000:  0.29503:      6.5: -15.50925:     12073
    318:    96:     36.1:-10.00000:  0.50796:     48.8: -47.23608:     12169
    319:   112:     44.3:-10.00000:  0.54767:     61.3: -50.66073:     12281
    320:    45:     44.7:-10.00000:  0.51118:     23.0: -21.99697:     12326
    321:    25:     44.6:-10.00000:  0.34379:      8.6: -16.40524:     12351
    322:    28:     44.2:-10.00000:  0.38707:     10.8: -17.16199:     12379
    323:    38:     46.0:-10.00000:  0.36563:     13.9: -24.10615:     12417
    324:    35:     46.8:-10.00000:  0.32077:     11.2: -23.77294:     12452
    325:    45:     47.2:-10.00000:  0.53007:     23.9: -21.14696:     12497
    326:    30:     47.6:-10.00000:  0.43221:     13.0: -17.03368:     12527
    327:    30:     48.4:-10.00000:  0.44953:     13.5: -16.51409:     12557
    328:    53:     44.1:-10.00000:  0.52494:     27.8: -25.17836:     12610
    329:    37:     36.6:-10.00000:  0.48767:     18.0: -18.95631:     12647
    330:    48:     36.9:-10.00000:  0.57906:     27.8: -20.20508:     12695
    331:    61:     40.5:-10.00000:  0.47401:     28.9: -32.08524:     12756
    332:    52:     42.9:-10.00000:  0.52580:     27.3: -24.65820:     12808
    333:    32:     42.3:-10.00000:  0.38180:     12.2: -19.78243:     12840
    334:    33:     42.1:-10.00000:  0.36113:     11.9: -21.08276:     12873
    335:    18:     39.4:-10.00000:  0.18224:      3.3: -14.71963:     12891
    336:    38:     40.2:-10.00000:  0.40274:     15.3: -22.69605:     12929
    337:    73:     44.5:-10.00000:  0.50331:     36.7: -36.25824:     13002
    338:    22:     41.4:-10.00000:  0.31617:      7.0: -15.04430:     13024
    339:    32:     40.9:-10.00000:  0.41118:     13.2: -18.84216:     13056
    340:    19:     38.0:-10.00000:  0.25688:      4.9: -14.11927:     13075
    341:    35:     35.4:-10.00000:  0.41126:     14.4: -20.60585:     13110
    342:    40:     34.2:-10.00000:  0.50824:     20.3: -19.67035:     13150
    343:    15:     32.5:-10.00000:  0.10928:      1.6: -13.36087:     13165
    344:    82:     37.4:-10.00000:  0.49553:     40.6: -41.36629:     13247
    345:    78:     43.4:-10.00000:  0.49748:     38.8: -39.19691:     13325
    346:    53:     44.9:-10.00000:  0.51291:     27.2: -25.81575:     13378
    347:    44:     42.0:-10.00000:  0.53544:     23.6: -20.44060:     13422
    348:    25:     42.3:-10.00000:  0.34269:      8.6: -16.43269:     13447
    349:    45:     43.6:-10.00000:  0.51962:     23.4: -21.61707:     13492
    350:    48:     46.5:-10.00000:  0.40335:     19.4: -28.63901:     13540
    351:    36:     46.6:-10.00000:  0.42759:     15.4: -20.60683:     13576
    352:    27:     45.3:-10.00000:  0.34813:      9.4: -17.60037:     13603
    353:    38:     47.6:-10.00000:  0.50849:     19.3: -18.67722:     13641
    354:    50:     44.4:-10.00000:  0.38442:     19.2: -30.77913:     13691
    355:    13:     37.9:-10.00000:  0.04164:      0.5: -12.45869:     13704
    356:    45:     37.1:-10.00000:  0.44830:     20.2: -24.82659:     13749
    357:    29:     35.6:-10.00000:  0.42203:     12.2: -16.76103:     13778
    358:    28:     35.9:-10.00000:  0.40975:     11.5: -16.52697:     13806
    359:    23:     33.7:-10.00000:  0.36068:      8.3: -14.70426:     13829
    360:    51:     34.0:-10.00000:  0.48935:     25.0: -26.04290:     13880
    361:    28:     33.2:-10.00000:  0.35683:     10.0: -18.00881:     13908
    362:    26:     33.1:-10.00000:  0.34021:      8.8: -17.15448:     13934
    363:    23:     31.6:-10.00000:  0.29338:      6.7: -16.25225:     13957
